Date,CT,FT,IT
2021/12/17,35.3,34.6,34.7
2021/12/18,39.6,31.4,39.5
2021/12/19,34.8,28.4,33.6
2021/12/20,36.1,29.9,30.6
2021/12/21,35.2,29.7,33.2
2021/12/22,28,27.1,30.8
2021/12/23,36,24.6,33
2021/12/24,46.3,35.6,51.4
2021/12/25,50.4,46,58.6
2021/12/26,37.2,30.9,42.1
2021/12/27,41.8,32.1,54.6
2021/12/28,36,32.6,40.9
2021/12/29,37.1,32.8,42.1
2021/12/30,36.1,30.4,40.9
2021/12/31,39.5,35.8,45.9
2022/1/1,39.4,33.5,51.9
2022/1/2,27.5,20.2,32.9
2022/1/3,17.2,6.8,25
2022/1/4,27.6,24.2,27.5
2022/1/5,24.7,30.7,34.5
2022/1/6,12.7,17.9,15.4
2022/1/7,7.5,10.8,10.5
2022/1/8,20.4,12.2,20.2
2022/1/9,30.1,30.8,36.3
2022/1/10,15.6,12.6,19.8
2022/1/11,16.3,9.9,18.7
2022/1/12,37.4,32.2,37
2022/1/13,37,32.8,36.7
2022/1/14,35.4,25,32.6
2022/1/15,26.3,14.2,28.2
2022/1/16,22.9,13.7,23.2
2022/1/17,27.1,21,25.5
2022/1/18,31.1,28.7,29.8
2022/1/19,31.5,33.4,38.8
2022/1/20,14.8,18,19.2
2022/1/21,18,15.1,20.4
2022/1/22,25,17.6,19.4
2022/1/23,22,19.6,27.3
2022/1/24,19.9,15.4,27.2
2022/1/25,11.7,12.2,20
2022/1/26,3.5,9.5,9.5
2022/1/27,22.4,16.1,19.3
2022/1/28,25,15.4,25.9
2022/1/29,15.8,3.2,12.9
2022/1/30,23.2,16.9,25.4
2022/1/31,30.8,17,26.5
2022/2/1,38.8,31.1,40.6
2022/2/2,27.9,34.1,44.4
2022/2/3,23.5,18.7,23.8
2022/2/4,22.1,10.4,18.2
2022/2/5,14.1,9.9,13.7
2022/2/6,23.5,21.4,20.7
2022/2/7,26.3,26.5,23.5
2022/2/8,25.1,24.2,22.8
2022/2/9,37.6,33.1,40.5
2022/2/10,33.1,32.5,34.1
2022/2/11,37.3,32.4,36
2022/2/12,23.7,23.5,27.8
2022/2/13,16.8,15.6,17.4
2022/2/14,18.8,7.4,16.3
2022/2/15,29.3,21,28.5
2022/2/16,47.5,36.7,49.1
2022/2/17,36.1,37.3,49.7
2022/2/18,17.9,17.1,24
2022/2/19,20.6,19.2,25.3
2022/2/20,31.4,25.1,32.4
2022/2/21,41.9,37.2,47.8
2022/2/22,43.3,37.9,56.5
2022/2/23,23.4,26.2,27.8
2022/2/24,26.3,19.3,27.1
2022/2/25,27.6,21.2,28.8
2022/2/26,23.9,21.9,26.8
2022/2/27,35,29.6,32.2
2022/2/28,39.5,27.5,37.2
2022/3/1,45.6,36,46.7
2022/3/2,43.3,31,49.3
2022/3/3,35.4,25.8,42.7
2022/3/4,34.5,26.6,38
2022/3/5,52.7,37.8,55.4
2022/3/6,49.2,49,62
2022/3/7,36.4,33,41.4
2022/3/8,34.3,31.7,33
2022/3/9,37.1,32.8,38.3
2022/3/10,29.8,29.3,38.7
2022/3/11,27,25.9,33
2022/3/12,19.1,17.4,21
2022/3/13,34.4,20.8,31.3
2022/3/14,51,39.1,47.8
