,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
10,723226.25,685198.25,676544.6875,675247.75,699849.375,741229.625,821386.125,890812.75,888736.9375,893626.9375,898665.0,907268.9375,891904.0625,885703.0,886266.25,889621.0,898247.6875,915850.25,933352.4375,943057.625,965361.25,923391.625,849793.5,758902.3125
11,839810.8125,812308.0625,787495.5625,808608.6875,815995.1875,878770.3125,963074.4375,1026192.8125,1030540.3125,1021522.125,1011700.25,1005842.625,1008471.375,996683.375,1007274.75,989804.5625,1025016.75,1064130.75,1079698.875,1059049.625,1059177.5,1052558.0,953286.25,878270.5625
12,805755.8125,790419.8125,790569.8125,787797.4375,818112.1875,884739.375,982620.9375,1024225.4375,1001732.6875,992705.25,962455.375,956302.5625,926651.8125,907829.125,890200.0,890831.125,904958.75,948087.9375,982276.5625,1015551.0,998743.125,952579.125,899169.3125,832377.0625
13,748424.0,719240.0625,700755.625,715233.0625,729831.8125,778062.875,864025.5,910155.375,926885.9375,937830.375,933883.625,944173.0625,933785.4375,937956.8125,930861.625,947993.0625,939282.75,977569.0,989181.3125,1002659.8125,1006067.9375,951221.9375,883185.25,796179.375
14,765636.3125,730696.5625,711775.125,708995.625,718232.625,765599.375,849286.4375,910977.9375,918602.0625,932406.0625,953037.25,952483.4375,946524.4375,957253.1875,956661.9375,940021.5625,962751.6875,992633.375,1003897.625,994403.625,990104.25,971619.875,898124.5625,818521.1875
15,738789.25,701552.375,687567.75,684614.25,694556.9375,735118.5,815300.25,868445.125,889080.625,906490.0625,895953.4375,900034.375,894953.625,896436.25,893974.75,897987.6875,908323.1875,922773.3125,940301.375,935780.1875,917489.0,904070.125,824440.0625,750125.625
16,688365.1875,661672.875,659313.6875,661259.1875,667799.25,688223.8125,746531.9375,809996.875,836864.5625,858503.0625,870658.4375,854167.9375,838163.625,827506.875,828819.1875,813565.8125,833609.8125,847880.875,870773.0,876955.8125,885595.0625,854403.5,800269.875,718976.4375
17,683760.0,656343.4375,636535.0,643903.6875,653660.625,690032.875,765086.0625,827395.9375,847539.5,869774.5625,881245.25,885881.125,885549.3125,885007.8125,870844.25,879986.0625,892050.8125,898455.0625,929226.75,937667.75,944462.1875,913740.875,823507.0,755228.5
18,726900.0,708473.5,706321.9375,709668.25,726789.25,785878.6875,867787.25,919505.8125,911682.9375,911372.125,914414.25,922736.1875,904782.6875,916579.75,919625.6875,902664.625,918601.4375,934929.4375,941023.3125,968368.0625,961755.0625,927218.5625,863517.5625,791055.6875
19,773532.0,749461.875,740538.25,734706.6875,755414.0,801401.0625,884224.9375,933645.6875,941375.8125,947406.5,951618.5625,943483.125,936116.375,926771.5625,920383.6875,920507.875,934879.1875,967493.9375,984779.875,990699.125,986316.0625,954128.8125,886149.625,816275.1875
20,774905.0625,739476.4375,728526.0625,745766.25,774443.625,825246.0,917008.375,972801.0625,951471.9375,948502.0,924217.125,945544.5,891764.125,912157.75,884129.25,885202.75,890230.625,953520.125,956740.8125,966269.0,957598.4375,944903.1875,877490.5625,823954.0
21,757911.0,735741.6875,734688.125,732472.75,761617.6875,809073.9375,903760.0,952164.5625,941245.75,936913.0,922775.8125,907444.0,901706.0625,885869.0,874896.125,867601.75,884163.375,918088.6875,941748.8125,950066.5625,953259.625,912869.875,847360.0625,775091.8125
22,727377.3125,703805.25,675888.1875,688322.5,711755.8125,734579.75,818641.6875,871419.3125,875612.625,888647.875,881740.0,885287.6875,869493.875,852120.5,851048.9375,847596.8125,861847.6875,887894.25,915759.4375,908991.625,921150.625,882902.625,819561.375,745864.6875
23,689730.25,663404.9375,646074.3125,645572.5,649674.5,686867.1875,753584.4375,800817.25,842222.625,857973.625,869271.6875,880860.9375,861524.0,878783.8125,861736.0,871859.6875,881439.6875,903671.375,907829.1875,924651.0625,947393.0,886997.5625,821922.25,754575.0625
24,679031.375,648874.5,643257.0625,630773.8125,638795.1875,672350.75,744326.1875,804319.5625,833102.625,865634.8125,894791.4375,905895.6875,908234.375,919316.5625,917856.75,921943.4375,936428.0,954371.4375,959999.75,961418.0625,969782.75,921902.75,850256.625,761529.1875
25,724930.75,685106.8125,666094.5,672044.375,681107.0,715241.25,785096.9375,832565.5,857193.75,892486.3125,932127.5,967449.9375,978861.0625,1002914.0625,1003667.25,1001775.0625,1021362.5,1021572.875,1014601.5625,1034949.9375,1025570.875,996293.5,896441.875,818872.0625
26,815457.25,794089.5,769976.625,758498.375,760097.8125,804397.125,897862.6875,958582.5625,959687.5625,969138.5625,999301.625,1027348.5625,1012451.25,1023734.5,1007430.125,1027555.3125,1029660.875,1063926.0,1052500.5,1060607.375,1042193.125,1015270.125,938289.125,848542.3125
27,765626.875,741711.375,718696.375,719085.1875,727522.375,761678.375,825414.0,879445.875,891002.75,916888.9375,924789.125,934878.875,929563.0625,918998.375,905412.5,918342.625,925429.5,969815.1875,955138.1875,962783.8125,964470.125,939320.0625,875115.75,791106.3125
